sender,subject,body,dmarc_spf_pass,label,num_links,num_dollar_signs,num_urgent_terms,num_personal_pronouns,domain_match,suspicious_subject,signature_mismatch
support@kingmorrisandtorres.com,Meeting Follow-up: Grass-roots dynamic info-mediaries,"
Dear Marisa,

Your June 2023 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.King, Morris and Torres.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
King, Morris and Torres Billing Department
                

Best regards,
Marisa Hartman
Horticultural consultant
King, Morris and Torres
Phone: 9205324261",1,0,1,0,0,0,1,-1,1
support@nelsongroup.com,Invoice 3517: Past Due Payment Notice,"
Hello Diana,

Following up on our conversation about the Listen indeed project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Nelson Group Services
Account #: 375252656903014
Routing #: 872476251

Please direct all future payments to this new account.

Sincerely,
Diana
Outdoor activities/education manager
Nelson Group
                

Best regards,
Diana Savage
Optician, dispensing
Nelson Group
Phone: +1-871-876-8931x7124",0,1,0,0,0,3,1,0,1
billing@rothltd.com,Security Alert: Roth Ltd Account Activity,"
Hi Travis,

This is a reminder that your payment for invoice #7594 for $575 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Roth Ltd.com/update-payment?token=16f9bfd1-f305-4f16-bea4-14c9d4fba840

If you believe this is an error, please contact our billing department.

Best regards,
Roth Ltd Billing Department
                ",0,0,1,1,0,1,1,1,1
"support@avery,haleandcarlson.com",Security Alert: Miranda PLC Account Activity,"
Dear Lisa,

We've detected suspicious activity on your Miranda PLC account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Miranda PLC.com/verify?token=2ba8e910-7e1a-4cd6-8620-623c2f0d3e0c

If this wasn't you, contact security immediately: security@Miranda PLC.com

Sincerely,
Miranda PLC Security Team
                

Questions? Visit our FAQ page at https://mirandaplc.com/faq or call 1-800-5097503

Best regards,
Lisa Mcdonald
Research scientist (life sciences)
Miranda PLC
Phone: (688)267-7997x5154",0,1,2,0,3,3,0,1,1
billing@villanuevainc.com,Welcome Madeline to Villanueva Inc!,"
Hi Madeline,

Great connecting with you during our meeting about Profound multi-state database. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-04-15.

Best regards,
Madeline
Television camera operator
Villanueva Inc
                

Best regards,
Madeline Lee
Building control surveyor
Villanueva Inc
Phone: (525)919-5957x9501",1,0,0,0,0,5,1,0,1
bruce@burtonwilliamsandwil.com,"Welcome Bruce to Burton, Williams and Wiley!","
Hi Bruce,

Great connecting with you during our meeting about Implemented stable analyzer. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-03-15.

Best regards,
Bruce
Theatre director
Burton, Williams and Wiley
                

Best regards,
Bruce Berry
Child psychotherapist
Burton, Williams and Wiley
Phone: 6457490837",1,0,0,0,0,5,1,0,1
"support@jimenez,landryandpeterson.com",Notification: Freeman PLC - Account Verification Needed,"
Dear Beth,

We've detected suspicious activity on your Freeman PLC account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Freeman PLC.com/verify?token=978e15cc-ac68-41d4-a21e-919a3ad76cbe

If this wasn't you, contact security immediately: security@Freeman PLC.com

Sincerely,
Freeman PLC Security Team
                ",0,0,1,0,3,2,0,0,0
support@rodriguezalvarezandk.com,"Security Alert: Rodriguez, Alvarez and King Account Activity","
Dear Brett,

We've detected suspicious activity on your Rodriguez, Alvarez and King account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Rodriguez, Alvarez and King.com/verify?token=4673bf97-e1da-4c51-88e5-0ae0059cd86f

If this wasn't you, contact security immediately: security@Rodriguez, Alvarez and King.com

Sincerely,
Rodriguez, Alvarez and King Security Team
                

Best regards,
Brett Garcia
Geologist, wellsite
Rodriguez, Alvarez and King
Phone: (717)426-1305x0945",0,1,1,0,3,2,1,1,1
support@cobb-fox.com,Welcome Joel to Cobb-Fox!,"
Hi Joel,

Great connecting with you during our meeting about Multi-layered national analyzer. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-06-08.

Best regards,
Joel
Comptroller
Cobb-Fox
                

Best regards,
Joel Kelley
Early years teacher
Cobb-Fox
Phone: 001-923-598-9071x70928",0,0,0,0,0,5,1,0,1
admin@riveraloganandwilcox.com,Project Update: Pick while,"
Hello Team,

Quick update on the Pick while project. Milestones are on track. 
We've completed 66% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-13 to discuss next steps.

Best regards,
Tyler
Engineer, drilling
Rivera, Logan and Wilcox
                

Best regards,
Tyler Nelson
Programmer, systems
Rivera, Logan and Wilcox
Phone: 234-529-0100x708",1,0,0,0,0,1,1,-1,1
support@smithgroup.com,Action Required: Update Payment Information,"
Dear Joseph,

We've detected suspicious activity on your Smith Group account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Smith Group.com/verify?token=e1aedb6b-69b7-43c4-b3df-8d783a71013a

If this wasn't you, contact security immediately: security@Smith Group.com

Sincerely,
Smith Group Security Team
                ",1,1,1,0,3,2,1,1,0
sheila@ward-roberts.net,Meeting Follow-up: Inverse even-keeled success,"
Hello Team,

Quick update on the Good record project. Milestones are on track. 
We've completed 45% of the deliverables ahead of schedule.

Meeting scheduled for 2025-07-08 to discuss next steps.

Best regards,
Sheila
Oceanographer
Ward-Roberts
                

Best regards,
Sheila Gomez
Metallurgist
Ward-Roberts
Phone: +1-636-693-4805x9518",1,0,0,0,0,1,1,-1,1
billing@hansen-smith.com,Security Alert: Hansen-Smith Account Activity,"
Dear Jack,

We've detected suspicious activity on your Hansen-Smith account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Hansen-Smith.com/verify?token=52e3e3e1-c354-4c05-882a-cc013a07ec30

If this wasn't you, contact security immediately: security@Hansen-Smith.com

Sincerely,
Hansen-Smith Security Team
                

Best regards,
Jack Murphy
Food technologist
Hansen-Smith
Phone: 910-257-7328x88031",0,1,1,0,3,2,1,1,1
angel.barne@robertson-crane.com,Your March 2022 Statement,"
Dear Angel,

Your March 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Robertson-Crane.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Robertson-Crane Billing Department
                

Best regards,
Angel Barnes
Horticultural consultant
Robertson-Crane
Phone: 246-947-3450x1840",1,0,1,0,0,0,1,0,1
margaret.walke@burns-ortega.com,Project Update: Very reveal,"
Hello Team,

Quick update on the Very reveal project. Milestones are on track. 
We've completed 30% of the deliverables ahead of schedule.

Meeting scheduled for 2025-05-16 to discuss next steps.

Best regards,
Margaret
Engineer, manufacturing systems
Burns-Ortega
                

Best regards,
Margaret Walker
Medical illustrator
Burns-Ortega
Phone: +1-671-299-7291",1,0,0,0,0,1,1,-1,1
billing@lewis-johnson.com,Security Alert: Lewis-Johnson Account Activity,"
Hello James,

Following up on our conversation about the Offer seat project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Lewis-Johnson Services
Account #: 4718647348639777
Routing #: 621813627

Please direct all future payments to this new account.

Sincerely,
James
Herbalist
Lewis-Johnson
                

For your reference, your account number is: 4155213130278090",0,0,0,0,0,3,1,1,0
edward.brown@taylorgonzalesandbro.com,"Welcome Edward to Taylor, Gonzales and Brooks!","
Dear Edward,

Your August 2023 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Taylor, Gonzales and Brooks.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Taylor, Gonzales and Brooks Billing Department
                

Best regards,
Edward Brown
Health promotion specialist
Taylor, Gonzales and Brooks
Phone: (887)749-2506",1,0,1,0,0,0,1,0,1
marketing@fieldsandsons.com,Meeting Follow-up: Synergistic homogeneous methodology,"
Hello Team,

Quick update on the Add heart project. Milestones are on track. 
We've completed 38% of the deliverables ahead of schedule.

Meeting scheduled for 2025-05-18 to discuss next steps.

Best regards,
Mariah
Outdoor activities/education manager
Fields and Sons
                

Best regards,
Mariah Moore
Fisheries officer
Fields and Sons
Phone: (751)808-3921",1,0,0,0,0,1,1,-1,1
admin@taylorjohnsonandgilb.com,Invoice 1593: Past Due Payment Notice,"
Hi Nicole,

This is a reminder that your payment for invoice #1593 for $3153 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Taylor, Johnson and Gilbert.com/update-payment?token=d92103bf-1e08-4795-b22d-8303b3a5faa4

If you believe this is an error, please contact our billing department.

Best regards,
Taylor, Johnson and Gilbert Billing Department
                

Best regards,
Nicole White
Company secretary
Taylor, Johnson and Gilbert
Phone: (213)492-5684",0,1,1,1,0,1,1,-1,1
admin@wilson-church.com,Invoice 9947: Past Due Payment Notice,"
Hi Lee,

This is a reminder that your payment for invoice #9947 for $1526 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Wilson-Church.com/update-payment?token=4d9fcb4a-cdff-43d2-bc89-0b6258643afa

If you believe this is an error, please contact our billing department.

Best regards,
Wilson-Church Billing Department
                

For your reference, your account number is: 4559627573796742",0,1,1,1,0,1,1,0,1
info@michaelplc.com,Your August 2022 Statement,"
Hello Team,

Quick update on the However window project. Milestones are on track. 
We've completed 38% of the deliverables ahead of schedule.

Meeting scheduled for 2025-07-29 to discuss next steps.

Best regards,
Kevin
Paediatric nurse
Michael PLC
                

Best regards,
Kevin Martinez
Community arts worker
Michael PLC
Phone: (597)200-9820x9158",1,0,0,0,0,1,1,0,1
billing@gilbertltd.com,Invoice 6199: Past Due Payment Notice,"
Hi Jill,

This is a reminder that your payment for invoice #6199 for $1461 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Gilbert Ltd.com/update-payment?token=964c7b47-aefe-48a0-ab73-6a982a9099bf

If you believe this is an error, please contact our billing department.

Best regards,
Gilbert Ltd Billing Department
                ",1,1,1,1,0,1,1,0,1
